"id","locale","name","text","image"
"100071","es","La Ciudadela de Ankara, Turquía","Mientras esté en juego, esta carta de equipo representa un lugar y no cuenta como equipo. Única.Jugar cartas que cuesten sangre y no sean modificadores de acción le cuesta a este vampiro la mitad de sangre, redondeando hacia abajo (primero va la multiplicación y la división, y luego la suma y la resta).","/img/cards/es/100071.jpg"
"100077","es","Aportación","[tha] Acoso, sólo utilizable para continuar el combate.[THA] Maniobra.","/img/cards/es/100077.jpg"
"100081","es","Biblioteca arcana","Lugar único.Gírala durante tu fase de influencia para añadir 1 de sangre a un Tremere de tu zona incontrolada.","/img/cards/es/100081.jpg"
"100093","es","Ejército de ratas","Acción con +1 de sigilo.[ani] Pon esta carta en juego. Durante tu fase de enderezamiento, tu presa quema 1 de reserva sanguínea. Puedes quemar sólo 1 de reserva sanguínea por turno a causa de cartas /Ejército de ratas/. Cualquier siervo puede quemar esta carta con una acción (D).",""
"100095","es","Museo de arte","Lugar único.Gírala durante tu fase de influencia para añadir 1 de sangre a un Toreador de tu zona incontrolada.","/img/cards/es/100095.jpg"
"100099","es","Fraude artístico","Acción con +1 de sigilo.Gana 2 de reserva sanguínea.",""
"100108","es","Zona de caza: Manicomio","Lugar único. Zona de caza.Durante tu fase de enderezamiento, un vampiro preparado que controles puede ganar 1 de sangre. Un vampiro puede ganar sangre de sólo una zona de caza por turno.","/img/cards/es/100108.jpg"
"100126","es","Atajo","Lugar único.Gírala para darle +1 de sigilo a un Gangrel que controles.","/img/cards/es/100126.jpg"
"102218","es","Tácticas engañosas","Requiere a un barón. Sólo utilizable si un siervo te está sangrando, tras renunciar a bloquear.Gira a este vampiro reactivo. Cambia el objetivo del sangrado por otro Matusalén que no sea el controlador del siervo activo (ese Matusalén puede intentar bloquear).","/img/cards/es/102218.jpg"
"100131","es","Destierro","Elige a un vampiro menor. Si el referéndum prospera, el vampiro elegido pasa a la zona incontrolada (rompiendo cualquier efecto de control temporal); las cartas y fichas que tenga el vampiro elegido permanecen con él pero están fuera de juego mientras el vampiro elegido siga incontrolado","/img/cards/es/100131.jpg"
"100135","es","Tierra infértil","Lugar único.Gírala para descartate de una carta (roba después).","/img/cards/es/100135.jpg"
"100145","es","Piel del oso","Sólo utilizable antes de determinar la distancia. Un vampiro sólo puede jugar un ejemplar de esta carta por combate.[ani][pro] En este asalto, este vampiro obtiene +1 de fuerza y puede prevenirse de 1 de daño.[ANI][PRO] En este combate, este vampiro obtiene +1 de fuerza y puede prevenirse de 1 de daño por asalto.","/img/cards/es/100145.jpg"
"100146","es","Fusión bestial","[ani][pro] +1 de sigilo. Si este vampiro es bloqueado, puede prevenirse de 1 de daño en el combate resultante.[ANI][PRO] Sólo utilizable al anunciar una acción que no sea de sangrado. Los vampiros no pueden bloquear esta acción.","/img/cards/es/100146.jpg"
"100157","es","Oración fascinante","Sólo utilizable durante la fase de votación de una acción política.[pre] Este vampiro consigue +2 votos.[PRE] Este vampiro consigue +4 votos.","/img/cards/es/100157.jpg"
"100162","es","Experimento biotaumatúrgico","Acción con +1 de sigilo.[tha] Emplea a un criado animal de tu mano ignorando los requisitos (paga el costo normalmente).[THA] Ponle esta carta a un siervo que controles. El siervo adherido obtiene 1 maniobra opcional por combate y +1 de fuerza.","/img/cards/es/100162.jpg"
"100169","es","Metamorfosis negra","Acción con +1 de sigilo.[obt] Ponle esta carta a este vampiro. Este vampiro obtiene 1 ataque adicional opcional (limitado) por combate. Un vampiro puede tener sólo un ejemplar de esta carta.[OBT] Como antes, y este vampiro obtiene 1 acoso opcional por combate.","/img/cards/es/100169.jpg"
"100177","es","Capa de noche","[obt] +1 de sigilo.[OBT] Sólo utilizable por un vampiro preparado que no sea el siervo activo si un siervo intenta bloquear. Gira a este vampiro modificador para hacer que ese intento fracase; ese siervo bloqueador no puede volver a intentar bloquear esta acción.",""
"100199","es","Muñeca de sangre","Ponle esta carta a un vampiro que controles. Durante su fase heril, el controlador de este vampiro puede pasar 1 de sangre de este vampiro a su reserva sanguínea o de su reserva sanguínea a este vampiro.","/img/cards/es/100199.jpg"
"100208","es","Rabia sangrienta","Sólo utilizable de cerca.[tha] Ataque: ataca con la mano. El daño de este ataque no se puede prevenir con cartas que requieran Fortaleza [for]. Los ataques del vampiro oponente con armas no infligen ningún daño en este asalto.[THA] Como antes, y este ataque con la mano se realiza con +1 de daño.","/img/cards/es/100208.jpg"
"100236","es","Vínculo afectivo","Sólo utilizable durante una acción de sangrado.[dom] +1 de sangrado (limitada).[DOM] +1 de sigilo y +1 de sangrado (limitada).","/img/cards/es/100236.jpg"
"100243","es","Cuenco de la Convergencia","Único.El portador con Áuspex [aus] obtiene +1 de intercepción. El portador con Áuspex superior [AUS] puede quemar 1 de sangre durante una acción para obtener +1 de intercepción adicional.","/img/cards/es/100243.jpg"
"100250","es","Aliento del dragón","[vic] Ataque: 1 de daño agravado a distancia. Si este ataque se usa de cerca, este vampiro también recibe el daño.[VIC] Como antes, pero 2 de daño agravado a distancia.",""
"100286","es","Esclavo de Vitae de la Camarilla","Criado con 1 de vida.El empleador obtiene +1 de capacidad. Durante su fase heril, puede elegir una Disciplina de nivel básico que posea y obtener el nivel superior de dicha Disciplina hasta su próxima fase heril.","/img/cards/es/100286.jpg"
"100297","es","Abadía de Carfax","Requiere a un Anarquista preparado. Lugar único. Zona de caza.Durante tu fase de enderezamiento, un Anarquista preparado que controles puede ganar 1 de sangre, y, si controlas a un barón preparado, otro Anarquista preparado que controles también puede ganar 1 de sangre. Un vampiro puede ganar sangre de sólo una zona de caza por turno.","/img/cards/es/100297.jpg"
"100298","es","Carlton Van Wyk","Mortal único con 2 de vida. 0 de fuerza, 0 de sangrado.Carlton puede atacar a distancia infligiendo 1 de daño. Una vez por combate, puede atacar esquivando. Carlton obtiene +1 de intercepción contra vampiros. Durante tu fase de descarte, puedes quemar a Carlton para quemar a un vampiro que haya cometido Diablerie desde tu último turno.",""
"100301","es","Cornejas negras","Sólo utilizable antes de determinar la distancia. Un vampiro puede jugar sólo un ejemplar de esta carta por combate.[ani] El siervo oponente recibe 1 de daño ambiental a distancia por asalto en este combate durante la resolución normal de ataques.[ANI] Como antes, pero recibe 2 de daño ambiental a distancia.","/img/cards/es/100301.jpg"
"100303","es","Cárnicas Carver","Lugar único.Después de que un vampiro con capacidad 3 o menos entre en letargo, ponle una ficha de rehén a él. Los vampiros con fichas de rehén no se pueden pasar a la zona preparada ni ser diabolizados. Gírala durante tu fase heril para añadir X de sangre a un vampiro preparado que controles, donde X es el número de vampiros en letargo con fichas de rehén. Durante cualquier fase de enderezamiento, cualquier vampiro preparado puede quemar 2 de sangre para quemar las fichas de rehén de cualquier vampiro. Después de que esta carta deje el juego, quema todas las fichas de rehén.","/img/cards/es/100303.jpg"
"100308","es","Guiado por gatos","[ani] Sólo utilizable por un vampiro girado que ha bloqueado, tras la resolución del bloqueo. Endereza a este vampiro.[ANI] +1 de intercepción.","/img/cards/es/100308.jpg"
"100323","es","Cambio de objetivo","Sólo utilizable si este siervo es bloqueado, antes de la resolución del bloqueo.Endereza a este siervo, y la acción termina (sin éxito). Este siervo no puede volver a realizar la misma acción en este turno.","/img/cards/es/100323.jpg"
"100324","es","Metamorfo","[vic] Sólo utilizable durante una acción de sangrado. +1 de sangrado (limitada).[VIC] +1 de sigilo.",""
"100327","es","Canal 10","Lugar único.Gírala para darle a un siervo que controles +2 de intercepción. No se puede usar durante la primera acción de una fase servil.",""
"100329","es","Capilla","Lugar único.Gira esta carta y quema 1 de reserva sanguínea o 1 de sangre de un Tremere preparado que controles durante tu fase heril para pasar un Tremere del letargo a la zona preparada de su controlador.","/img/cards/es/100329.jpg"
"100335","es","Charnas, el Diablillo","Demonio único con 1 de vida.Pon a Charnas en cualquier siervo (ésta es una acción (D) con +1 de sigilo si el siervo objetivo está controlado por otro Matusalén). Charnas inflige 1 de daño al empleador durante su fase de enderezamiento. Charnas es inmune al daño procedente del empleador. Si el empleador está a punto de ser quemado, su controlador puede poner a Charnas en cualquier siervo.",""
"100344","es","Merodeador quiróptero","[vic] Maniobra.[VIC] Quema 1 de sangre para convertir el daño de los ataques con la mano de este vampiro en agravado este asalto.",""
"100356","es","Garras letales","[pro] El daño de los ataques con la mano de este vampiro es agravado en este asalto.[PRO] Maniobra.","/img/cards/es/100356.jpg"
"100362","es","Encubrir la concurrencia","[obf] +1 de sigilo.[OBF] Sólo utilizable por un vampiro preparado que no sea el siervo activo. El siervo activo obtiene +1 de sigilo.","/img/cards/es/100362.jpg"
"100366","es","Club Illusion","Lugar único.Un Anarquista puede quemar 1 de sangre una vez al anunciar una acción de sangrado para conseguir +1 de sangrado durante la misma.","/img/cards/es/100366.jpg"
"100374","es","Códice de los Guardas Edénicos","Única.El portador obtiene -2 de sigilo cuando sangra. Este vampiro puede sangrar con una acción (D) que cuesta 1 de sangre; esta acción obtiene +3 de sangrado si el Matusalén objetivo no controla vampiros preparados enderezados.","/img/cards/es/100374.jpg"
"100378","es","Coma","[dem] Ataque: envía al vampiro oponente al letargo.[DEM] Como antes, y ese vampiro oponente no se endereza normalmente durante su próxima fase de enderezamiento.",""
"100390","es","Pirateo informático","(D) Sangra con +1 de sangrado.",""
"100401","es","Condicionamiento","Sólo utilizable durante una acción de sangrado.[dom] +2 de sangrado (limitada).[DOM] +3 de sangrado (limitada).","/img/cards/es/100401.jpg"
"100405","es","Confusión","Sólo utilizable durante una acción de sangrado.[dem] +1 de sangrado (limitada).[DEM] +1 de sigilo y +1 de sangrado (limitada).",""
"100410","es","Favor consanguíneo","Favor.Elige un clan. Si el referéndum prospera, cada Matusalén gana 1 de reserva sanguínea por cada vampiro del clan elegido que controle.","/img/cards/es/100410.jpg"
"100416","es","Revolución constante","Acción con +1 de sigilo. Requiere a un Anarquista. Única.Pon esta carta en juego con 1 ficha. Durante tu fase de enderezamiento, añade 1 ficha a esta carta. Durante la fase de enderezamiento de cada uno de los demás Matusalenes, ese Matusalén quema X de reserva sanguínea o cartas de la mano al azar, donde X es la cantidad de fichas que haya en esta carta. Cualquier vampiro puede quemar esta carta con una acción (D) que cuesta 1 de reserva sanguínea.","/img/cards/es/100416.jpg"
"100435","es","La cofradía","Única. Nimiedad.Pon esta carta en juego. Gírala para añadir 2 de sangre a un vampiro preparado que controles. Durante tu fase de descarte, tu depredador toma el control de /La cofradía/.","/img/cards/es/100435.jpg"
"102213","es","Sabotaje progresivo","Acción con +1 de sigilo.X es el número de /Sabotajes progresivos/ que controles. Pon esta carta en juego. Durante tu fase de enderezamiento, tu presa quema 1 de reserva sanguínea. Cualquier siervo puede quemar esta carta con una acción (D).","/img/cards/es/102213.jpg"
"100444","es","Casino de los Horrores","Lugar único.Gírala cuando un vampiro que controlas anuncia una acción indirecta para dar a dicho vampiro +1 de sigilo, aunque el sigilo no sea necesario.","/img/cards/es/100444.jpg"
"100450","es","Lengua de cocodrilo","Sólo utilizable si un aliado o vampiro menor intenta bloquear.[aus] Ese intento fracasa y el controlador de ese siervo bloqueador no puede volver a intentar bloquear esta acción. Ese siervo bloqueador puede quemar 1 de sangre o vida para cancelar esta carta al ser jugada.[AUS] Como antes, pero cancelar esta carta requiere 1 más de sangre o vida.",""
"100492","es","Desafiar al alba","[for] Los vampiros no pueden bloquear esta acción. Este vampiro recibe 2 de daño agravado ambiental imprevenible tras la resolución de la acción.[FOR] Como antes, pero este vampiro recibe 1 de daño agravado ambiental imprevenible.","/img/cards/es/100492.jpg"
"102219","es","Ecología profunda","Requiere a un Anarquista.[ani] Sólo utilizable durante una acción directa contra ti (o una carta que controles). +2 de intercepción.[for] Reduce un sangrado contra ti en 2.[pro] Sólo utilizable por un vampiro girado. Este vampiro quema 1 de sangre para enderezarse.","/img/cards/es/102219.jpg"
"100515","es","Canción profunda","[ani] (D) Sangra con +1 de sangrado.[ANI] Frenesí. (D) Entra en combate con y gira a un vampiro. El vampiro objetivo se considera el siervo activo en ese combate.","/img/cards/es/100515.jpg"
"100518","es","Desviación","Sólo utilizable si un siervo te está sangrando, tras renunciar a bloquear.[dom] Gira a este vampiro reactivo. Cambia el objetivo del sangrado por otro Matusalén que no sea el controlador del siervo activo (ese Matusalén puede intentar bloquear).[DOM] Como antes, pero no gires a este vampiro.","/img/cards/es/100518.jpg"
"100519","es","Tácticas dilatorias","Sólo utilizable durante la fase de votación de una acción política.Cancela el referéndum. Endereza al vampiro activo. Si se ha jugado una carta de acción política para proponer este referéndum, devuélvela a la mano de su propietario (descartándose después). Los siervos controlados por el Matusalén activo no pueden volver a realizar la misma acción política este turno.","/img/cards/es/100519.jpg"
"100541","es","Día de los Muertos","Sólo se puede jugar un ejemplar de esta carta por partida.El primer referéndum que un vampiro Sabbat que controles proponga este turno prospera automáticamente (sáltate la fase de votación).",""
"100573","es","Dominar al ganado","[dom] Acción con +1 de sigilo. (D) Sangra con +1 de sangrado.[DOM] (D) Roba un lugar controlado por otro Matusalén.",""
"102220","es","Peineta Doble","Hombre lobo único con 3 de vida. 1 de fuerza, 1 de sangrado.Peineta Doble tiene +1 de sigilo. Si Peineta Doble tiene 2 de vida o menos durante tu fase de enderezamiento, gana 1 de vida.","/img/cards/es/102220.jpg"
"100581","es","Encadenado al Dragón","Gehenna. No la reemplaces mientras esta carta esté en juego.Durante la fase de descarte de cada Matusalén, ese Matusalén quema 1 de reserva sanguínea por cada vampiro en letargo que controle.",""
"100588","es","Sueños de la Esfinge","Única.Pon esta carta en juego. Añade 1 ficha a esta carta cada vez que la gires. Gírala para obtener +2 a la mano hasta el final de este turno. Gírala durante tu fase de enderezamiento para ganar 1 de reserva sanguínea si tienes la Ventaja. Gírala para añadir 1 de sangre a un vampiro de tu zona incontrolada. Quema esta carta si tiene 3 fichas.","/img/cards/es/100588.jpg"
"100597","es","Pelea","Requiere a un Anarquista.[ani] Ataque: ataca con la mano con +1 de daño. Este ataque no se puede esquivar.[cel] Ataque: esquiva, con 1 ataque adicional (limitada).[pot] Ataque: ataca con la mano con +2 de daño.","/img/cards/es/100597.jpg"
"100598","es","Vista de águila","[aus] +1 de intercepción.[AUS] Este vampiro intenta bloquear la acción en curso, ignorando las restricciones normales de presa, depredador u objetivo para bloquear acciones.",""
"100600","es","Control de la tierra","[pro] +1 de sigilo.[PRO] +2 de sigilo.","/img/cards/es/100600.jpg"
"100601","es","Fusión con la tierra","[pro] Ataque: el combate termina.[PRO] Como antes, y endereza a este vampiro antes de que el combate termine.","/img/cards/es/100601.jpg"
"100609","es","Ecoterroristas","Lugar único.Gírala durante tu fase de influencia para añadir 1 de sangre a un Gangrel de tu zona incontrolada.","/img/cards/es/100609.jpg"
"100617","es","Suplantar a un Antiguo","[obf] +1 de sigilo.[OBF] Sólo utilizable si un siervo intenta bloquear. Ese intento fracasa y el siervo bloqueador no puede volver a intentar bloquear esta acción.",""
"100620","es","Biblioteca antigua","Lugar único.+1 a la mano.","/img/cards/es/100620.jpg"
"100632","es","Elíseo: Palacio de Versalles","Lugar único.Gírala durante la fase de votación de una acción política para dar +1 voto a cada vampiro Camarilla titulado preparado que controles.","/img/cards/es/100632.jpg"
"100633","es","Abrazo, El","Acción con +1 de sigilo. Requiere a un vampiro que no sea estéril.Pon esta carta en juego. Se convierte en un vampiro no único con 1 de capacidad del mismo clan y secta que el vampiro activo, y debe cazar este turno.",""
"100640","es","Encantar a los Vástagos","[pre] (D) Sangra con +1 de sangrado.[PRE] Acción con +1 de sigilo. Añade 2 de sangre a un vampiro menor de tu zona incontrolada.","/img/cards/es/100640.jpg"
"102221","es","Mirada cautivadora","[pre][pro] +1 de sigilo.[PRE][PRO] Como antes, y una vez en esta acción puedes quemar 1 de tus fichas de corrupción de un siervo bloqueador para hacer que su intento de bloqueo fracase, y no pueda intentar bloquear esta acción de nuevo.","/img/cards/es/102221.jpg"
"100644","es","Sentidos agudizados","[aus] +1 de intercepción.[AUS] +2 de intercepción.",""
"100645","es","Vasallo de Enkil","Única. Requiere a un vampiro con capacidad 10 o más. Sólo utilizable tras la resolución de un sangrado exitoso contra tu presa.Ponle esta carta a este vampiro. Este vampiro obtiene +1 de sangrado. Durante la fase servil de cualquier Matusalén, este vampiro puede girar esta carta para realizar una acción.","/img/cards/es/100645.jpg"
"100646","es","Teatro de Ennoia","Lugar único.Gírala para obtener +1 a la mano este turno. Gírala durante tu fase de influencia para obtener +1 transferencia.","/img/cards/es/100646.jpg"
"100651","es","Sepultura","[obt] Ataque: quema al aliado oponente.[OBT] Ataque: envía al vampiro oponente al letargo.","/img/cards/es/100651.jpg"
"100652","es","Trance","[pre] (D) Sangra con +1 de sangrado.[PRE] Acción (D) con +1 de sigilo. Roba un aliado controlado por otro Matusalén.","/img/cards/es/100652.jpg"
"100680","es","Ojos de Argos","[aus] Sólo utilizable durante una acción directa contra ti (o una carta que controles). +2 de intercepción.[AUS] Sólo utilizable por un vampiro girado. Este vampiro se despierta (ignora el requisito de estar enderezado para jugar cartas de reacción e intentar bloquear hasta el final de la acción).","/img/cards/es/100680.jpg"
"100682","es","Ojos del caos","Sólo utilizable durante una acción de sangrado.[dem] +1 de sangrado (limitada).[DEM] +2 de sangrado (limitada).",""
"102222","es","Ojos de la naturaleza","Sólo utilizable por un Gangrel girado.Este Gangrel se endereza e intenta bloquear. Durante esta acción, este Gangrel puede quemar 1 de sangre para obtener +1 de intercepción. Gira a este Gangrel tras la resolución de la acción si no bloqueó esta acción.","/img/cards/es/102222.jpg"
"100687","es","Noche sin rostro","[obf] +1 de sigilo.[OBF] Como antes, y cualquier siervo que intente bloquear esta acción y fracase se gira antes de la resolución de la acción.","/img/cards/es/100687.jpg"
"100698","es","Fama","Única.Ponle esta carta a un vampiro preparado. El controlador de este vampiro quema 3 de reserva sanguínea después de que este vampiro entre en letargo. Durante la fase de enderezamiento de cada Matusalén, si este vampiro está en letargo, ese Matusalén quema 1 de reserva sanguínea.","/img/cards/es/100698.jpg"
"100710","es","Miedo a Mekhet","Ponle esta carta a un justicar o miembro del Círculo Interior preparado y gíralo. Durante la fase de enderezamiento de este vampiro, éste quema 5 de sangre. Si no puede quemar la sangre, se quema; de lo contrario, su controlador pasa esta carta a otro justicar o miembro del Círculo Interior, o quema esta carta si no hay más.","/img/cards/es/100710.jpg"
"100720","es","Fémur de Toomler","Arma blanca única.Ataque: fuerza+1 de daño agravado.","/img/cards/es/100720.jpg"
"100744","es","Como una centella","[cel] Maniobra o acoso.[CEL] Maniobra con 1 acoso opcional.","/img/cards/es/100744.jpg"
"100747","es","Presteza","Acción con +1 de sigilo.[cel] (D) Sangra.[CEL] (D) Entra en combate con un siervo girado. Este vampiro obtiene 1 maniobra opcional durante ese combate.","/img/cards/es/100747.jpg"
"100760","es","Despertar forzado","Sólo utilizable por un vampiro girado.Este vampiro se despierta (ignora el requisito de estar enderezado para jugar cartas de reacción e intentar bloquear hasta el final de la acción). Si no bloquea esta acción, quema 1 de sangre antes de la resolución de la acción.",""
"100761","es","Marcha forzada","Un vampiro puede jugar sólo un ejemplar de esta carta por turno.[cel][for] Sólo utilizable tras la resolución de una acción exitosa. Endereza a este vampiro.[CEL][FOR] +1 de sigilo. Tras la resolución de la acción, si ha tenido éxito, este vampiro puede quemar 1 de sangre para enderezarse.","/img/cards/es/100761.jpg"
"100765","es","Presagiar la destrucción","Sólo utilizable durante una acción de sangrado.[dom] +1 de sangrado (limitada).[DOM] +3 de sangrado si el Matusalén objetivo tiene 9 o menos de reserva sanguínea (limitada).","/img/cards/es/100765.jpg"
"100770","es","Forma de corrupción","[ser] Pon esta carta en juego. Cada vez que tu presa obtenga la Ventaja, añade 1 ficha a esta carta. Si el número de fichas de esta carta iguala o supera la cantidad de sangre de un vampiro controlado por tu presa durante tu fase heril, puedes quemar esta carta para robar ese vampiro. Un Matusalén puede tener sólo una /Forma de corrupción/.[SER] Como antes, y tu presa quema 1 de reserva sanguínea después de que quemes esta carta.","/img/cards/es/100770.jpg"
"100771","es","Forma de niebla","[pro] Ataque: esquiva.[PRO] Ataque: el combate termina. Si este vampiro está actuando y la acción fue bloqueada, puede quemar 1 de sangre después de que termine el combate para continuar la acción con +1 de sigilo como si no hubiera sido bloqueada, aunque el sigilo no sea necesario. Un vampiro puede jugar sólo un ejemplar de esta carta a superior por acción.","/img/cards/es/100771.jpg"
"102223","es","Forma del murciélago","[pro] [ACTIONMODIFIER] Sólo utilizable si un siervo intenta bloquear. El siervo bloqueador obtiene -1 de intercepción. Si esta acción es bloqueada, este vampiro obtiene 1 maniobra opcional y no puede usar equipo durante el combate resultante.[PRO] [REACTION] +1 de intercepción. Si este vampiro bloquea, obtiene 1 maniobra opcional y no puede usar equipo durante el combate resultante.","/img/cards/es/102223.jpg"
"102224","es","Forma de la cobra","[pro] [COMBAT] Ataque: roba 1 de sangre o vida (convirtiéndose en sangre).[PRO] [ACTIONMODIFIER] Sólo utilizable al anunciar la acción. +1 de sigilo, aunque el sigilo no sea necesario.","/img/cards/es/102224.jpg"
"102225","es","Forma del lobo","Sólo utilizable antes de determinar la distancia. Un vampiro puede jugar sólo un ejemplar de esta carta por combate.[pro] Este vampiro obtiene +1 de fuerza en este combate.[PRO] Como antes, y este vampiro obtiene 1 acoso opcional en este combate.","/img/cards/es/102225.jpg"
"100779","es","Exposición de la Fundación","Lugar único.Cada Toreador antitribu no titulado que controles consigue +1 voto. Cualquier vampiro puede quemar esta carta con una acción (D) que cuesta 1 de sangre.",""
"100788","es","Impulso sobrenatural","Sólo utilizable tras la resolución de la acción.[for] Sólo utilizable si la acción tuvo éxito. Endereza a este vampiro.[FOR] Sólo utilizable si la acción fue bloqueada. Endereza a este vampiro.","/img/cards/es/100788.jpg"
"100794","es","Ataque frontal","Pon esta carta en juego. Cada siervo preparado que controles puede entrar en combate con un siervo controlado por tu presa con una acción (D). Ganas 1 de reserva sanguínea después de que un siervo preparado controlado por tu presa se queme o sea enviado al letargo. Durante tu fase de influencia, quema esta carta y quema 1 de reserva sanguínea por cada siervo preparado controlado por tu presa.","/img/cards/es/100794.jpg"
"100800","es","Juego de Malkav","Cada uno de los demás Matusalenes elige en secreto un número entre 1 y 5 inclusive; tú eliges un número entre 1 y 6 inclusive. Cada Matusalén extiende el puño cerrado con el número de fichas elegido dentro. Revela las elecciones simultáneamente. Cada Matusalén gana la cantidad de reserva sanguínea que haya elegido, a no ser que otro Matusalén haya elegido exactamente una ficha menos que él, en cuyo caso, quema esa cantidad de reserva sanguínea en vez de ganarla.",""
"100824","es","Sangre del gigante","Sólo se puede jugar un ejemplar de esta carta por partida.Rellena a un vampiro hasta su plena capacidad con sangre del banco de sangre.","/img/cards/es/100824.jpg"
"100834","es","Golpe de refilón","No la reemplaces hasta tu fase de enderezamiento.Prevente de 1 de daño del ataque del siervo oponente.",""
"100845","es","Regir a los no alineados","[dom] (D) Sangra con +2 de sangrado.[DOM] Acción con +1 de sigilo. Añade 3 de sangre a un vampiro menor de tu zona incontrolada.","/img/cards/es/100845.jpg"
"100855","es","Gregory Winter","Ghoul único con 4 de vida. 1 de fuerza, 1 de sangrado.Gregory puede robarle 1 de sangre (convirtiéndose en vida) a un vampiro controlado por otro Matusalén con una acción (D) con +1 de sigilo. Él puede quemar a un vampiro en letargo para ganar 2 de vida con una acción (D). Durante tu fase de enderezamiento, Gregory quema 1 de vida.",""
"100863","es","Perros guardianes","Sólo utilizable por un vampiro girado durante un sangrado contra ti.[ani] Endereza a este vampiro.[ANI] Como antes, con 1 maniobra opcional en el combate resultante si este vampiro bloquea.","/img/cards/es/100863.jpg"
"100866","es","Ángel guardián","Ponle esta carta a un vampiro preparado que controles. Este vampiro obtiene +1 de intercepción durante acciones de sangrado contra ti. Este vampiro puede prevenirse de 1 de daño por combate. Quema esta carta si este vampiro entra en letargo.","/img/cards/es/100866.jpg"
"100882","es","Mano de Conrad","Único.Este vampiro obtiene Potencia superior [POT]. Este vampiro puede pasar a un vampiro de tu montón de ceniza a tu zona incontrolada con una acción.","/img/cards/es/100882.jpg"
"102226","es","Ley de Haqim: Castigo","Pon esta carta en juego. Durante una acción de sangrado, un Banu Haqim que controles puede descartarse de una carta de combate para obtener +1 de sangrado.","/img/cards/es/102226.jpg"
"100886","es","Hostigar","(D) Entra en combate con un vampiro que tenga 3 o menos de sangre o con un siervo girado. Este siervo activo obtiene 1 acoso opcional, sólo utilizable para continuar el combate, durante ese combate.",""
"100897","es","Refugio descubierto","Ponle esta carta a un vampiro preparado. Cualquier siervo puede entrar en combate con este vampiro con una acción (D) con +1 de sigilo. Este vampiro puede quemar esta carta con una acción (D) con +1 de sigilo.","/img/cards/es/100897.jpg"
"100903","es","Corazón de Nizchetus","Único.Si el portador está preparado durante tu fase de enderezamiento, puedes robar hasta 3 cartas sin descartarte y luego pasar la misma cantidad de cartas de tu mano al fondo de tu biblioteca.","/img/cards/es/100903.jpg"
